college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
University of Idaho,251,142285,162600,1626,Moscow,ID,83844-2282,Northwest Commission on Colleges and Universities,46.727406,-117.014167,7,16,1,0.7444,500,620,490,600,440,560,560,545,500,20,26,19,26,18,26,6,8,23,23,22,7,1116,6837,NULL,0.7644,0.0117,0.1128,0.0178,0.0097,0.0038,0.0392,0.025,0.0157,13964,NULL,21525,NULL,9583,0.273,0.5947,21.45862413,0.505815886,0.059820538,0.317876106,59886.37421,45018,47000,48272,291868171
Appalachian State University,252,197869,290600,2906,Boone,NC,28608,Southern Association of Colleges and Schools Commission on Colleges,36.215536,-81.680583,5,18,1,0.7951,540,630,530,610,500,600,585,570,550,22,27,20,27,20,26,6,8,25,24,23,7,1181,17990,NULL,0.8134,0.0355,0.0788,0.0161,0.0014,0.0001,0.0435,0.0039,0.0073,13989,NULL,19661,NULL,8290,0.2872,0.7269,21.07693575,0.574958814,0.040032949,0.250086356,71740.68451,56100.5,43600,45602,120024081
University of North Carolina - Wilmington,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Catholic University of America,254,131283,143700,1437,Washington,DC,20064,Middle States Commission on Higher Education,38.933651,-76.997909,2,16,2,0.8223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3017,NULL,0.6775,0.0434,0.1465,0.0288,0.0017,0.0003,0.0404,0.0365,0.0249,NULL,34684,65857,NULL,9941,0.1171,0.7422,20.09430439,0.579831933,0.012138189,0.101265823,132473.2316,114619,60500,71804,273827004
Dordt University,255,153250,185900,1859,Sioux Center,IA,51250-1606,Higher Learning Commission,43.082527,-96.166562,4,22,2,0.7184,520,623,540,660,470,620,572,600,545,22,28,21,29,21,27,NULL,NULL,25,25,24,NULL,1209,1354,NULL,0.8235,0.0052,0.031,0.0111,0.0037,0,0.014,0.0857,0.0258,NULL,24313,46028,NULL,6438,0.2238,0.6555,19.69175627,0.482078853,PrivacySuppressed,0.122486289,98374.75448,83534.5,45300,48164,48061109
William Carey University,256,176479,244700,2447,Hattiesburg,MS,39401,Southern Association of Colleges and Schools Commission on Colleges,31.305264,-89.291815,5,17,2,0.5528,530,650,520,680,NULL,NULL,590,600,NULL,20,27,20,29,17,25,NULL,NULL,24,25,21,NULL,1172,2101,NULL,0.6192,0.2708,0.0243,0.0105,0.0038,0,0,0.0552,0.0162,NULL,14284,23334,NULL,5928,0.3925,0.5336,25.90426328,0.662677637,0.186237846,0.359016393,36197.61481,24691,40500,35997,21123451
Ohio Northern University,257,204635,308900,3089,Ada,OH,45810-1599,Higher Learning Commission,40.7662,-83.827441,3,22,2,0.652,540,650,560,670,508,590,595,615,549,22,28,21,28,23,28,NULL,NULL,25,25,26,NULL,1218,2064,NULL,0.7839,0.032,0.0058,0.0141,0.0015,0.0019,0.0426,0.0092,0.109,NULL,25056,49392,NULL,8884,0.2314,0.7596,20.040625,0.415625,0.017708333,0.235675676,85345.82917,79216,72600,72235,160642901
University of Denver,258,127060,137100,1371,Denver,CO,80208,Higher Learning Commission,39.678005,-104.963259,7,16,2,0.6067,590,680,580,680,530,630,635,630,580,26,31,26,33,24,29,8,9,29,30,27,9,1296,5683,NULL,0.6813,0.0239,0.1286,0.0377,0.004,0.0012,0.056,0.0505,0.0167,NULL,33830,69469,NULL,11222,0.1619,0.7546,20.26430518,0.602179837,0.019754768,0.190306486,113088.0572,80202,65400,66004,786425449
Seattle University,259,236595,379000,3790,Seattle,WA,98122-4340,Northwest Commission on Colleges and Universities,47.608859,-122.318851,8,17,2,0.8323,570,660,560,670,530,630,615,615,580,24,30,23,31,23,28,NULL,NULL,27,27,26,NULL,1249,4230,NULL,0.3905,0.0338,0.131,0.2069,0.0014,0.0102,0.0929,0.0995,0.0338,NULL,35109,63439,NULL,9733,0.1857,0.7265,21.60689252,0.650700935,0.047313084,0.194029851,98105.72897,74787.5,63200,69303,234340729
Northwestern College - Iowa,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of North Carolina School of the Arts,261,199184,398100,3981,Winston Salem,NC,27127-2738,Southern Association of Colleges and Schools Commission on Colleges,36.076183,-80.235672,5,30,1,0.3634,590,670,530,640,470,610,630,585,540,22,29,22,32,19,26,NULL,NULL,26,27,23,NULL,1224,916,NULL,0.6747,0.0873,0.1092,0.024,0.0076,0.0011,0.0579,0.0218,0.0164,13276,NULL,21755,NULL,7626,0.2766,0.7215,20.41274238,0.520775623,PrivacySuppressed,PrivacySuppressed,85889.75346,67704,46700,41160,77493876
Rochester Institute of Technology,262,195003,280600,2806,Rochester,NY,14623-5603,Middle States Commission on Higher Education,43.084188,-77.67386,2,16,2,0.7386,600,690,620,730,520,630,645,675,575,28,33,24,33,27,32,NULL,NULL,31,29,30,NULL,1341,12489,NULL,0.6509,0.0498,0.0882,0.104,0.0014,0.0005,0.0442,0.0512,0.0098,NULL,34822,61063,NULL,10551,0.2812,0.7144,20.12653815,0.353158327,0.010049221,0.194684529,85809.69934,69191,67800,66280,957232000
University of Wisconsin - La Crosse,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Scranton,264,215929,338400,3384,Scranton,PA,18510-4699,Middle States Commission on Higher Education,41.406556,-75.656915,2,18,2,0.7873,560,640,540,640,NULL,NULL,600,590,NULL,23,28,22,30,22,28,NULL,NULL,26,26,25,NULL,1200,3592,NULL,0.7703,0.0206,0.11,0.034,0.0011,0.0019,0.0231,0.0086,0.0303,NULL,34378,62380,NULL,10390,0.1886,0.8154,19.69966777,0.566112957,0.00730897,0.203472222,123602.3535,99655,62300,69236,209760436
Sewanee - The University of the South,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri University of Science and Technology,266,178411,251700,2517,Rolla,MO,65409,Higher Learning Commission,37.953426,-91.775583,4,16,1,0.8146,598,670,640,720,490,640,634,680,565,26,31,24,32,25,31,7,8,29,28,28,8,1328,6050,NULL,0.8102,0.0336,0.0476,0.0395,0.0025,0,0.034,0.0208,0.0117,12964,NULL,23123,NULL,10998,0.2279,0.6675,20.46378054,0.241320189,0.022717531,0.224921278,77345.09516,68139,72400,80289,201217193
Dickinson College,267,212009,325300,3253,Carlisle,PA,17013-2896,Middle States Commission on Higher Education,40.202796,-77.197854,2,21,2,0.5165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1899,NULL,0.6256,0.0611,0.0927,0.0469,0.0011,0.0005,0.0437,0.1185,0.01,NULL,32250,73650,NULL,9598,0.1369,0.8398,19.37891269,0.571663921,PrivacySuppressed,0.12195122,123362.4514,100109,64100,69562,455442348
Biola University,268,110097,112200,1122,La Mirada,CA,90639-0001,Western Association of Schools and Colleges Senior Colleges and University Commission,33.906203,-118.014374,8,17,2,0.6438,540,650,530,640,490,610,595,585,550,22,29,22,31,21,27,NULL,NULL,26,27,24,NULL,1196,3683,NULL,0.4285,0.031,0.2085,0.1537,0.003,0.0174,0.0671,0.0519,0.0391,NULL,33269,58012,NULL,7394,0.2775,0.714,20.36529372,0.667792032,0.020256583,0.235507246,83761.27346,60489,50700,47704,161976205
St. Catherine University,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutgers University - Newark,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin University,271,169080,224100,2241,Grand Rapids,MI,49546,Higher Learning Commission,42.929916,-85.587548,3,20,2,0.7321,550,650,550,670,NULL,NULL,600,610,NULL,23,30,23,32,24,29,NULL,NULL,27,28,27,NULL,1229,3096,NULL,0.6983,0.0391,0.0491,0.0523,0.0006,0,0.0281,0.126,0.0065,NULL,26082,50191,NULL,8713,0.1728,0.7542,19.83707398,0.562759767,0.012468828,0.13225256,94698.40732,82351,48700,49930,176538000
The University of Alabama in Huntsville,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonzaga University,273,235316,377800,3778,Spokane,WA,99258-0001,Northwest Commission on Colleges and Universities,47.666531,-117.400625,8,17,2,0.7289,580,670,580,680,NULL,NULL,625,630,NULL,25,30,25,33,24,29,NULL,NULL,28,29,27,NULL,1272,4836,NULL,0.6985,0.0132,0.1127,0.0598,0.0048,0.0023,0.0724,0.0139,0.0225,NULL,34451,61761,NULL,9995,0.1196,0.8797,19.83231084,0.526244035,0.021813224,0.133101045,128655.7853,110000,63800,69468,306405000
University of New Hampshire,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine Maritime Academy,275,161299,204400,2044,Castine,ME,04420-0001,New England Commission on Higher Education,44.389654,-68.804347,1,22,1,0.5214,490,580,510,580,430,530,535,545,480,19,25,17,24,18,25,NULL,NULL,22,21,22,NULL,1085,925,NULL,0.8173,0.0173,0.0411,0.0173,0.0076,0,0.0065,0.0054,0.0876,20970,NULL,28208,NULL,12443,0.2742,0.7425,20.22319475,0.175054705,PrivacySuppressed,0.206741573,95450.45952,87728,107200,72837,33968896
Hampden-Sydney College,276,232256,371300,3713,Hampden-Sydney,VA,23943-0128,Southern Association of Colleges and Schools Commission on Colleges,37.240615,-78.464216,5,21,2,0.4701,520,620,520,600,460,580,570,560,520,20,28,18,28,19,26,NULL,NULL,24,23,23,NULL,1142,881,NULL,0.8207,0.0738,0.0477,0.0034,0.0023,0,0.0306,0.0045,0.017,NULL,30746,63310,NULL,8221,0.1662,0.7103,19.51020408,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,117757.676,101025.5,59000,65446,177826924
University of California - Riverside,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor University,278,152530,183800,1838,Upland,IN,46989-1001,Higher Learning Commission,40.456246,-85.497034,3,22,2,0.701,NULL,NULL,NULL,NULL,490,600,NULL,NULL,545,NULL,NULL,NULL,NULL,NULL,NULL,8,9,NULL,NULL,NULL,9,NULL,1755,NULL,0.8348,0.0313,0.0479,0.0245,0.0011,0.0017,0.0177,0.0245,0.0165,NULL,24628,48656,NULL,6973,0.1705,0.7806,21.14870396,0.601637108,0.057298772,0.145658263,86187.44611,73593,42600,44550,93013707
Luther College,279,153834,187400,1874,Decorah,IA,52101-1045,Higher Learning Commission,43.312304,-91.802809,4,21,2,0.6429,510,640,520,640,480,610,575,580,545,23,29,22,30,21,28,NULL,NULL,26,26,25,NULL,1229,1794,NULL,0.7793,0.0201,0.0669,0.0201,0.0017,0.0033,0.0251,0.0792,0.0045,NULL,25538,57885,NULL,7669,0.2014,0.7674,19.51213592,0.524271845,PrivacySuppressed,0.128463476,101763.966,92364,53200,51981,163244362
Louisiana State University,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Texas A&M University,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wayne State University,282,172644,232900,2329,Detroit,MI,48202,Higher Learning Commission,42.358994,-83.068998,3,15,1,0.6901,500,600,500,600,NULL,NULL,550,550,NULL,20,27,19,27,18,27,NULL,NULL,24,23,23,NULL,1112,17164,NULL,0.5517,0.1592,0.0616,0.1184,0.0022,0.0008,0.0651,0.0151,0.0259,13962,NULL,24541,NULL,11123,0.431,0.5189,23.01310228,0.595097211,0.050577628,0.376020088,45228.57566,28605.5,52300,46679,404015000
St. Lawrence University,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Augustana University,284,219000,345800,3458,Sioux Falls,SD,57197-0001,Higher Learning Commission,43.525148,-96.736975,4,20,2,0.7138,535,670,520,720,NULL,NULL,603,620,NULL,22,28,21,28,22,27,NULL,NULL,25,25,25,NULL,1220,1710,NULL,0.8485,0.0298,0,0.0187,0.0064,0.0012,0.0257,0.045,0.0246,NULL,24066,47710,NULL,6711,0.1937,0.7222,20.23606557,0.652459016,0.018032787,0.144827586,92395.96557,83402.5,49500,50137,89799219
Augustana College - Illinois,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Missouri - Kansas City,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Commonwealth University,287,234030,373500,3735,Richmond,VA,23284-2512,Southern Association of Colleges and Schools Commission on Colleges,37.54962,-77.452697,5,15,1,0.906,540,640,520,610,480,590,590,565,535,21,28,21,30,19,26,NULL,NULL,25,26,23,NULL,1163,21334,NULL,0.4232,0.1997,0.1112,0.1443,0.0015,0.0008,0.0778,0.0223,0.0191,20490,NULL,31983,NULL,10000,0.2909,0.661,21.29894761,0.624378397,0.028217879,0.276033881,70086.77507,51128,49700,50106,2057177617
Maryville University,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clarkson University,289,190044,269900,2699,Potsdam,NY,13699,Middle States Commission on Higher Education,44.662716,-74.999359,2,16,2,0.7799,560,660,590,690,490,600,610,640,545,24,30,22,29,25,30,NULL,NULL,27,26,28,NULL,1259,2867,NULL,0.7928,0.029,0.0499,0.0373,0.0028,0.0003,0.0384,0.0255,0.0241,NULL,29522,69456,NULL,11114,0.2327,0.7562,19.59682081,0.299855491,PrivacySuppressed,0.152870992,103120.7153,90321,74200,81358,201698464
Bob Jones University,290,217749,342100,3421,Greenville,SC,29614-0001,Transnational Association of Christian Colleges and Schools,34.874016,-82.365838,5,20,2,NULL,NULL,NULL,NULL,NULL,433,570,NULL,NULL,502,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,2406,NULL,0.7498,0.0249,0.081,0.0262,0.005,0.0008,0.0204,0.0515,0.0403,NULL,13757,28498,NULL,5176,0.3467,0.6494,19.79529412,0.558823529,PrivacySuppressed,0.144067797,59063.77412,51346.5,PrivacySuppressed,40853,15336261
University of Vermont,291,231174,369600,3696,Burlington,VT,05405-0160,New England Commission on Higher Education,44.477325,-73.196646,1,16,1,0.7132,590,680,570,670,540,650,635,620,595,26,31,25,33,24,29,8,9,29,29,27,9,1276,10585,NULL,0.8209,0.0128,0.046,0.029,0.0003,0,0.0326,0.0288,0.0297,19509,NULL,34707,NULL,10558,0.1429,0.7591,20.07428736,0.601497265,0.011805356,0.115112161,112888.0259,92817,55200,58245,566714000
Fordham University,292,191241,272200,2722,Bronx,NY,10458,Middle States Commission on Higher Education,40.859354,-73.882705,2,16,2,0.5253,620,700,610,710,590,680,660,660,635,27,32,28,35,25,30,8,9,30,32,28,9,1334,9099,NULL,0.5529,0.0403,0.1623,0.121,0.0004,0.0009,0.0426,0.0704,0.009,NULL,38147,71388,NULL,14280,0.1827,0.8317,20.35041322,0.613884298,0.021157025,0.176408451,136012.4367,97877,67000,74578,733516000
Fashion Institute of Technology,293,191126,286600,2866,New York,NY,10001-5992,Middle States Commission on Higher Education,40.74731,-73.994781,2,20,1,0.5898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7683,NULL,0.4053,0.0944,0.2262,0.1252,0.0012,0.0014,0.0418,0.0898,0.0147,10389,NULL,18403,NULL,9087,0.3118,0.83,21.29181084,0.83929258,0.023452518,0.276008493,69669.10073,46417,53900,60037,39353547
Albany College of Pharmacy & Health Sciences,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Dallas,295,224323,365100,3651,Irving,TX,75062-4736,Southern Association of Colleges and Schools Commission on Colleges,32.846221,-96.919512,6,18,2,0.5378,580,690,550,660,530,650,635,605,590,23,30,23,33,22,27,7,9,27,28,25,8,1251,1445,NULL,0.5931,0.0208,0.2471,0.063,0.0014,0,0.0311,0.027,0.0166,NULL,22162,58050,NULL,8216,0.2414,0.693,19.65422397,0.569744597,PrivacySuppressed,0.164658635,99722.96267,77741,51400,54695,74080000
Montana State University,296,180461,253200,2532,Bozeman,MT,59717,Northwest Commission on Colleges and Universities,45.666726,-111.048812,7,15,1,0.8077,550,660,540,660,490,610,605,600,550,21,28,20,27,20,27,NULL,NULL,25,24,24,NULL,1205,14132,NULL,0.8472,0.0045,0.0487,0.0101,0.0142,0.0009,0.0516,0.0133,0.0095,19453,NULL,22073,NULL,7872,0.2152,0.5984,21.45150021,0.492807234,0.043978627,0.233182893,73865.27435,56045,48900,49066,156911204
University of Mary,297,200217,299200,2992,Bismarck,ND,58504,Higher Learning Commission,46.723767,-100.75274,4,17,2,0.7168,510,620,490,600,440,575,565,545,508,20,26,20,26,18,26,NULL,NULL,23,23,22,NULL,1143,2178,NULL,0.7888,0.0174,0,0.0087,0.0184,0.0032,0.0225,0.0005,0.1405,NULL,18572,30194,NULL,7741,0.188,0.5867,22.58074223,0.650952859,0.088264794,0.178683386,84157.51354,77856,53000,55720,56051028
Montana Technological University,298,180416,253100,2531,Butte,MT,59701-8997,Northwest Commission on Colleges and Universities,46.012868,-112.559511,7,20,1,0.9727,530,640,580,655,450,550,585,618,500,21,27,20,25,22,27,6,8,24,23,25,7,1192,1418,NULL,0.8145,0.0085,0.024,0.0113,0.0226,0,0.0042,0.043,0.0719,15814,NULL,21124,NULL,7984,0.288,0.5749,24.21130221,0.394348894,0.119164619,0.337301587,52631.86732,38398,52100,49032,38872561
Oral Roberts University,299,207582,398500,3985,Tulsa,OK,74171,Higher Learning Commission,36.049129,-95.952547,6,22,2,0.7839,490,620,490,600,NULL,NULL,555,545,NULL,19,27,18,28,17,26,NULL,NULL,23,23,22,NULL,1133,3080,NULL,0.4263,0.1617,0.1338,0.0325,0.0302,0,0.0432,0.1182,0.0542,NULL,19355,44006,NULL,7607,0.3767,0.5566,24.04563492,0.605820106,0.121031746,0.309352518,57464.42196,43800.5,43100,42161,45020854
The University of Baltimore,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeTourneau University,301,226231,358400,3584,Longview,TX,75602,Southern Association of Colleges and Schools Commission on Colleges,32.46632,-94.726394,6,19,2,0.5611,560,660,550,670,460,600,610,610,530,22,29,21,28,20,27,NULL,NULL,26,25,24,NULL,1227,1699,NULL,0.6604,0.0895,0.0624,0.0124,0.01,0.0024,0.0536,0.0347,0.0747,NULL,23665,44629,NULL,6184,0.2132,0.5662,27.53983229,0.516771489,0.242138365,0.340571429,59996.06918,43984.5,56800,52123,22054828
University of North Dakota,302,200280,300500,3005,Grand Forks,ND,58202-8193,Higher Learning Commission,47.921654,-97.071738,4,16,1,0.8675,500,600,500,630,NULL,NULL,550,565,NULL,20,27,19,26,20,27,NULL,NULL,24,23,24,NULL,1163,9219,NULL,0.7933,0.0226,0.0483,0.0214,0.013,0.0005,0.0495,0.0423,0.0092,16966,NULL,23119,NULL,8968,0.179,0.6111,22.03012837,0.477076238,0.089599162,0.191217343,89027.5038,78651,57800,57299,264475000
Kalamazoo College,303,170532,227500,2275,Kalamazoo,MI,49006-3295,Higher Learning Commission,42.290789,-85.601857,3,21,2,0.7433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1445,NULL,0.5848,0.0609,0.164,0.0637,0.0007,0.0007,0.0561,0.0457,0.0235,NULL,22727,63808,NULL,8242,0.2558,0.7899,19.44337349,0.58313253,PrivacySuppressed,0.136950904,98624.55904,80869,54400,55286,240343609
Whitworth University,304,237066,380400,3804,Spokane,WA,99251,Northwest Commission on Colleges and Universities,47.753358,-117.416714,8,19,2,0.9101,520,640,530,630,NULL,NULL,580,580,NULL,21,28,20,29,20,27,NULL,NULL,25,25,24,NULL,1171,2359,NULL,0.6405,0.025,0.131,0.0454,0.0068,0.0161,0.0945,0.036,0.0047,NULL,24492,60359,NULL,7337,0.314,0.7704,22.46139873,0.646684832,0.094459582,0.242248062,81230.60036,63155,48000,55248,156047569
Milwaukee School of Engineering,305,239318,386800,3868,Milwaukee,WI,53202-3109,Higher Learning Commission,43.045364,-87.907691,3,19,2,0.6009,580,670,600,700,NULL,NULL,625,650,NULL,25,30,23,31,26,30,NULL,NULL,28,27,28,NULL,1294,2492,NULL,0.7219,0.0217,0.0787,0.0494,0.002,0,0.0313,0.0325,0.0626,NULL,24428,53885,NULL,9394,0.2436,0.6953,21.18428438,0.292797007,0.037418148,0.235988201,79418.64733,68352,71100,81328,70511350
Vanguard University of Southern California,306,123651,129300,1293,Costa Mesa,CA,92626,Western Association of Schools and Colleges Senior Colleges and University Commission,33.662686,-117.900911,8,20,2,0.4999,480,580,470,560,NULL,NULL,530,515,NULL,18,23,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,1050,1995,NULL,0.3459,0.0501,0.4541,0.0501,0.0035,0.008,0.0241,0.0025,0.0617,NULL,21338,48086,NULL,8073,0.455,0.6262,21.84230769,0.660576923,0.066346154,0.358836207,60122.84423,42880,48800,48782,7129399
Concordia College,307,190248,270900,2709,Bronxville,NY,10708-1998,NULL,40.943382,-73.82202,2,20,2,0.9529,480,550,480,590,410,490,515,535,450,19,23,14,19,18,23,NULL,NULL,21,17,21,NULL,1053,722,NULL,0.403,0.1468,0.2424,0.0582,0.0042,0.0014,0,0.0679,0.0762,NULL,27542,44662,NULL,6598,0.4333,0.4745,26.15068493,0.694063927,0.132420091,0.3984375,55396.5137,39886,53100,53695,13291392
Miami University,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
